tweet_num,manual_tag,text,time_period
4498,n,Inside big pharma's fight to block recreational marijuana https://t.co/UJ4JcHSPBA,3
4499,n,Canada: Damn  America really seems mad at us. Hmm. I wonder how we can make them even madder... Oh  I know: LEGAL POT! #way2goTrudeau #GoCanadaGo #legalization https://t.co/ebtTFcUWvz,6
4500,n,"Great piece by <at>JodieEmery challenging the government's narrative on the cannabis bill #billc45: ""How is this legalization?"" https://t.co/Esu6FDTocb #CannabisAmnesty",6
4501,n,<at>uglykev <at>CBCPolitics Minister of Health Mandate Letter  near the bottom  mentions Legalization and Regulation of Marijuana.,1
4502,n,The Harper gov't knew the problems which will surface with legalization of marijuana. Obviously the Liberal gov't of has no clue #CPCLdr,4
4503,n,.<at>KofiAnnan <at>RichardBranson & Paul Volcker leading a global commission for drug legalization & reg https://t.co/lGoUVNrnNo #medicalmarijuana,1
4504,n,What do you know my prime minster here in Canada is actually looking to legalize pot,1
4505,n,#pnpcbc #cdnpoli Hey Stock  Here's some stats.. Advocates hail Colorado legal pot as success via <at>AJAM https://t.co/JuiuV30jaC,1
4506,n,<at>CBCAlerts #CanadianSensate #Weed I have a resolution to this problem. Dissolve the Senate once and for all!!! Most of those old senile space takers are higher on the legal medications; than those who some some weed.. Mix that with dementia and you have a real recipe for disaster.,6
4507,n,"Cannabis industry expected between $4-9 billion in Canada once legalization happens this summer. ""It's not your grandmother's weed any more."" <at>alisongordon  CEO of 48 North. #MECS18 https://t.co/1cpK1m1lKy",5
4508,n,<at>aziz_emran Understood. It is happening though  and cannabis is much safer than many legal drugs  I assure you.,6
4509,n,Tonight on #theBeaverton we answer the questions you didn't know needed answering about legal weed,5
4510,n,For those in <at>NelsonBC  please take time to fill out the #cannabis #legalization in #NelsonBC feedback form... https://t.co/zH2WCmAaL2 https://t.co/dgzdeGBGda,5
4511,n,What legal Canadian weed might mean to ... the Kingdom of Lesotho https://t.co/u3j4tcKgXI,5
4512,n,<at>sunlorrie Or should I say   to what group it will lead to . Bill Blair knows dam well where the guns are coming in but the group responsible is untouchable. Just wait until marijuana becomes legal and see how this group will trade pot for even more guns and hard drugs .,6
4513,n,Welcome Catherine Zahn to CMHA's Executive Director Network. Appreciate the briefing on the Task Force to legalize cannabis.,3
4514,n,<at>NatPurser This also drives me crazy... Maybe instead of making weed legal the government should be focusing on xyz — which is almost always a major infrastructure issue  not a legislation change. *pulls out hair*,6
4515,n,RT <at>financialpost: Prince of #pot expanding dispensary empire  whether it's legal or not https://t.co/cMd7oEKCCA <at>JustinTrudeau #CdnPoli,3
4516,n,2018 is year of legalization! Jodie & I have done all we could to give Canada as cannabis friendly a future as possible!Off to Ottawa Tuesday to watch Kirk Tousaw & Jack Lloyd speak on behalf of cannabis culture before Supreme Court in regard the #Comeau case! No barriers to pot! https://t.co/AX7UK34UaY,5
4517,n,<at>CBCNews <at>cbcsports Right. Just as pot becomes legal in Canada.,6
4518,n,Had a blast at Edmonton Hempfest yesterday! If you are considering making a career change into the legal cannabis industry  <at>StefOstrander at <at>cannabisatwork is an excellent organization to reach out to! https://t.co/7Kti3M5Zhu,5
4519,n,We fought the trenches for weed legalization #BragAboutYourGeneration,6
4520,n,This :backhand_index_pointing_down_medium_skin_tone:! As Dr. Uma says cannabis is not an entry drug it is an exit drug. #cannabis #acmpr #legalization https://t.co/AdcChSNMCl,5
4521,n,Pithy and specious advice <at>JustinTrudeau Do the right thing and end criminalization. https://t.co/ZwdCeNVM7U,1
4522,n,<at>CACP_ACCP Interesting talk Feb7/2017 by CAMH addictions physician on good  bad of Marijuana legalization: Watch: https://t.co/QBb3Qc4kL0,3
4523,n,As I've said and been criticised for  cannabis stocks (and bitcoin) are the new tulips - valuation isn't on Cdn sales potential  but US potential- a highly uncertain market https://t.co/fHSA4kDp0o,5
4524,n,<at>erikmagraken I'm surprised how much more sophisticated the discussion has been in the Senate. But just legalize it for goodness sake! #cannabis,5
4525,n,https://t.co/AZwbSWrrKN Follow the #Liberals get out of the middle class  start from the ground up and get a job in #marijuana.,1
4526,n,Trudeau Gives Justice Minister Mandate To Legalize Cannabis via <at>civilized_life https://t.co/6TVGGDeRRk #JoinTheMovement #BeTheMovement,1
4527,n,Senate passes marijuana legalization bill on second reading - NEWS 1130 https://t.co/AhCZd6MpOP via <at>NEWS1130,5
4528,n,Red day today  Domino's still doing well :) #PotStocks #Marijuana #Legalization #Canada #JustinTrudeau #CanopyGrowth #CanopyGrowthCorp #AuroraCannabis #Aphria $WEED $ACB $APH $CMED $LEAF $ISOL $MGW $HMMJ $MJN https://t.co/xIH2jP0AX6,5
4529,n,https://t.co/f7z1f6Fs6T 20% of Canadians smoked pot last year  but more than 30% would if legal  poll suggests #Canadapoli #LegalWeed,1
4530,n,Senate backs bill to legalize recreational marijuana https://t.co/upYprqm8Cp,5
4531,n,I'm gonna say it again. <at>AEnenajor is a FREAKING BOSS! Here  she tells <at>torontolife about her trip to Jamaica  her social life at McGill  and some other things. https://t.co/fpUJs3LTF9 https://t.co/jWPPAzmsbM,6
4532,n,Justin Trudeau on a Father's Day walk. <at>JodieEmery <at>DanaLarsen <at>MarcScottEmery #cannabis #marijuana #legalize <at>NORML https://t.co/zJBY7Yr15B,2
4533,n,We have unrestricted abortion  full rights for same-sex couples  legal prostitution  and soon legal marijuana and assisted suicide.,1
4534,n,Marijuana community - government killing buzz re legalization Big business. Big penalties. https://t.co/TCqWIpZDQI https://t.co/X4zts1CQbU,4
4535,n,Given the upcoming marijuana legalization in Canada  I had a different idea of what Instant Pot might be. Now that I read the article I'm reminded that I am curious to try cooking with one. https://t.co/BS7csSNi0D,5
4536,n,<at>LynneRennie1 I'm very proud that #yyccc's approach to regulating #cannabis has deliberately trumped personal freedoms w the protection of youth health vectors. If you envision a juggalo camp  I agree with you; but there must be some provision for adults to legally enjoy a legal product  no?,6
4537,n,How racism contributed to marijuana prohibition https://t.co/Q7Oi1L1Isw,6
4538,n,https://t.co/bUZJluo6lo Hells Angels members protest legalization of Marijuana....What will Trudeau do?,1
4539,n,Sr. Legislative officer Robert Stephenson says a big thing for city to take into consider is how to detect cannabis use since prov won't have a readily available method when it becomes legal later this year,6
4540,n,Denver grants pot sales license after 15-month 'legal gymnastics' court battle https://t.co/EkDaMJ2ynr #pharma #bigpharma #Cannabis,2
4541,n,New poll is out: Where should we buy our pot once it's legal? : https://t.co/5ovDP8Otod https://t.co/ABNWGy33Zk,3
4542,n,<at>Zepfan1976 <at>JustinTrudeau Not sure weed is a huge organized crime thing here where it's cheap and defacto legal,4
4543,n,Happy Cannabis Day? Trudeau Liberals to draft legislation in April to legalize marijuana by Canada Day 2018: report... https://t.co/YoJMz4QNCR,3
4544,n,<at>lraitt <at>smfehir <at>AndrewScheer Goodale and all the Libs should volunteer to be border guinea pigs  toting their legal weed. :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,5
4545,n,Cannabis job fair part of effort to hire thousands ahead of legalization https://t.co/gM7ozNegHu #trade #Marijuana <at>business <at>BIVnews,4
4546,n,Liberal plan to legalize pot survives Senate vote https://t.co/95Zt9rNkGV,5
4547,n,Rules still hazy around where you'll be able to smoke legal pot | CBC News https://t.co/Z7BBI6U3np,6
4548,n,<at>PhillyD your for the legalization of marijuana so I unsubscribed and re-subscribed to your you tube channel because you content is gold and if I agree with you or not (in this case I do) I love what you do phill,6
4549,n,Yes - cannabis that is sold on the street and where THC levels have been increased....this is WHY it is so important to legalize. Good grief https://t.co/KwvALoWoUV,6
4550,n,<at>TransLink A very short parade po protestor on S. Cambie at Broadway for Legalize pot.,2
4551,n,Tax revenue from pot will go to addiction treatment: Trudeau cdnpoli https://t.co/02CnGvCb6C,1
4552,n,Dog Unemployment rate expected to spike as police dogs anticipate losing jobs due to marijuana legalization,5
4553,n,Canada's most storied pot felon ponders legalization -« the only moral stand is open defiance against a law that does more harm than #cannabisQC « https://t.co/T6s57Vzdx2 via <at>torontostar,6
4554,n,How do you think the potential legalization of marijuana and its sales will affect policing in Toronto? #askthechiefCP24 <at>CP24,1
4555,n,Trudeau says pot purchasers are funding gangs  organized crime and must be charged https://t.co/f7bY2RdNvb,5
4556,n,Legalization is easy. Developing the regulatory framework is more difficult. Anne McLellan on challenges of cannabis legis'n. #TLJN2017 https://t.co/9kCGmTbfds,4
4557,n,FYI  canopy growth and aurora have been soaring since late last year. https://t.co/KabQyp08At,5
4558,n,Anyone who's a first time voter please do some research before you vote  we don't need another term of jihadi Justin giving terrorists million dollar settlements and completely embarrassing our country just because he promised young people he would legalize weed https://t.co/VSDQRqGWlD,6
4559,n,Toronto's former top cop to guide Liberals on marijuana legalization https://t.co/9wWz1NctfQ,1
4560,n,Now  THIS is exactly what the legalize pot conversation needs. Lol. https://t.co/5VrVkE7zhH,1
4561,n,In light of today's date  I would love to hear everyone's opinions on the legalization of #weed? What are the benefits? What are the challenges? Do you have a moral stance on the recreational use of #marijuana? #420blazeit #toblazeornottoblaze,6
4562,n,Amen to legalization of weed from a country im fcking proud of !!!,6
4563,n,Canadians should be able to smoke marijuana legally by July 1  2018  a government source has confirmed. https://t.co/glMbJJTigZ,3
4564,n,"Christy Clark ""thinks""? If so  why no BC legalization of opioid killing marijuana yet? <at>SensibleBC Why maintain lost drug war? #hypocrite https://t.co/tBYx5eCQ4c",3
4565,n,"Ep. 32 - Chat about Ben's high school nickname (""Sticky""). Legal weed  your credit card & how it could get you banned from entering the US. Plus  ""Hot Dog Infused"" Water. LISTEN: https://t.co/mPKZIetlEe <at>SoundCloud or https://t.co/fknvbGGLuG <at>iHeartRadioCA #ldnont #jeffandrachel https://t.co/Lmz1tKXway",6
4566,n,Sask. police chiefs wait for answers about drug impaired driving https://t.co/kWgxgFMiOX drugimpaired(.com) https://t.co/fUcgdKfBcg,3
4567,n,researchers  patient advocates & industry professionals say Canada needs to maintain a distinct medicinal cannabis system following legalization of marijuana for recreational use #cdnpoli #cannabis #health https://t.co/trypF07yBK,6
4568,n,<at>gordwcummings Are you familiar w/ hidden costs of marijuana legalization? https://t.co/F2VfQFCMVa,5
4569,n,"So with marijuana becoming legal soon  should we have a ""Rod Black puffing game""?",6
4570,n,Hey teachers  just wait until recreational cannabis is legal! https://t.co/6VPFcLGiGO,5
4571,n,"Sadly.. I agree with this. ""legal"" #cannabis in #Canada will be prohibition 2.0 and create many new laws in which cannabis consumers can get can trapped into. https://t.co/izYeCTWfJ6",6
4572,n,Oh and by the way the senate passed the marijuana legalization :face_with_tears_of_joy::face_with_tears_of_joy: they're just chopping this conservative senator on the news. She can get off,5
4573,n,<at>georgiastraight Seems like #PMJT Trudeau is emphasising dope regulation over pot freedom. #marijuana #legalization.,1
4574,n,<at>Bob_Stauffer <at>SportsnetSpec somebody tell Maas that weed isn't legal till summer of 2018. Boy needs to lay off the smoke during playoffs,5
4575,n,Really blown away by the 7 Acres cannabis facility near Tiverton which is creating 100s of quality jobs for young people in Huron-Bruce. Proud of the Trudeau government's brave decision to legalize recreational cannabis and clear the way for innovative enterprises like 7 Acres. https://t.co/WChDLzLEMv,6
